,muon_eta,muon_id,muon_iso,muon_phi,muon_pt,passes_trigger
208,0.20505123,0.0,8.998071,-2.4093118,4.582164,0
209,1.7896804,0.0,3.6697638,1.6119047,1.0037591,0
210,1.0386635,0.0,0.52632135,3.0467298,52.83869,0
211,-0.037138388,0.0,43.06646,-3.0860705,19.39037,0
212,2.1049528,0.0,0.0,0.43605012,1.5386516,0
213,-1.5949973,0.0,3.1328802,1.28779,3.3346426,0
214,1.0830878,1.0,191.75986,-2.4513922,32.296825,0
215,2.163819,0.0,1.1451527,-3.0634115,0.85278326,0
216,-2.334505,0.0,0.0,-2.3980033,1.5084672,0
217,0.3981988,1.0,102.42607,0.8322229,36.890034,0
218,1.4651264,0.0,0.0,2.9216242,1.3416787,0
219,0.98777807,0.0,48.091537,1.3066882,18.570948,0
220,-0.42350996,0.0,160.78424,-0.97189754,28.326876,0
221,-0.002601526,0.0,0.0,1.3659211,10.370362,0
222,1.9742334,0.0,0.0,-3.0927393,0.8359935,0
223,2.122041,0.0,1.1088312,-1.8460479,1.9262702,0
224,-2.114781,0.0,1.7608165,-0.55136675,3.522574,0
225,-2.114285,1.0,0.0,3.0259018,1.8697875,0
226,-2.3533008,1.0,1.5977659,-1.5780799,2.4877636,0
227,-1.971238,0.0,0.6781765,-1.1506315,0.9326018,0
228,1.8841621,0.0,144.63905,-0.5255453,3.834475,0
229,1.6151441,0.0,0.0,-2.148338,2.8753886,0
230,0.90665907,0.0,136.66885,2.0519693,5.397591,0
231,-1.4235433,0.0,86.39107,3.0068316,9.560893,0
232,-1.3756284,1.0,54.901295,-1.2104089,4.200329,0
233,0.26595524,0.0,2.8951983,-2.8771222,3.4176056,0
234,0.16518669,0.0,194.24045,1.5900217,4.396747,0
235,0.0051926845,0.0,318.6646,1.5012022,61.571735,0
236,1.1980115,1.0,5.9995213,2.1388311,11.33739,0
237,-2.0648649,1.0,0.0,1.0339414,2.6966925,0
238,-0.17402463,1.0,11.381239,-1.4178605,14.960258,0
